ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20120911,CA,11.74,88.26,69.13,22.31,1.14,0.00,2012-09-11,2012-09-17,1
20120904,CA,11.74,88.26,69.28,22.76,1.14,0.00,2012-09-04,2012-09-10,1
20120828,CA,11.74,88.26,69.44,23.05,1.14,0.00,2012-08-28,2012-09-03,1
20120821,CA,11.30,88.70,69.20,23.30,0.29,0.00,2012-08-21,2012-08-27,1
20120814,CA,11.30,88.70,63.84,23.31,0.29,0.00,2012-08-14,2012-08-20,1
20120807,CA,11.64,88.36,63.80,23.31,0.29,0.00,2012-08-07,2012-08-13,1
20120731,CA,11.64,88.36,63.80,23.60,0.29,0.00,2012-07-31,2012-08-06,1
20120724,CA,11.64,88.36,63.80,26.85,0.29,0.00,2012-07-24,2012-07-30,1
20120717,CA,15.88,84.12,59.74,22.92,0.00,0.00,2012-07-17,2012-07-23,1
20120710,CA,15.88,84.12,59.74,22.92,0.00,0.00,2012-07-10,2012-07-16,1
20120703,CA,15.88,84.12,59.77,22.92,0.00,0.00,2012-07-03,2012-07-09,1
20120626,CA,15.89,84.11,59.51,22.76,0.00,0.00,2012-06-26,2012-07-02,1
20120619,CA,15.89,84.11,59.51,22.60,0.00,0.00,2012-06-19,2012-06-25,1
20120612,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-06-12,2012-06-18,1
20120605,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-06-05,2012-06-11,1
20120529,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-29,2012-06-04,1
20120522,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-22,2012-05-28,1
20120515,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-15,2012-05-21,1
20120508,CA,15.89,84.11,58.89,21.14,0.00,0.00,2012-05-08,2012-05-14,1
20120501,CA,15.84,84.16,58.97,21.14,0.00,0.00,2012-05-01,2012-05-07,1
20120424,CA,15.84,84.16,60.23,22.87,0.00,0.00,2012-04-24,2012-04-30,1
20120417,CA,15.84,84.16,60.23,26.35,0.00,0.00,2012-04-17,2012-04-23,1
20120410,CA,4.89,95.11,81.47,49.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,CA,3.54,96.46,82.01,46.25,0.00,0.00,2012-04-03,2012-04-09,1
20120327,CA,2.22,97.78,89.61,46.25,0.00,0.00,2012-03-27,2012-04-02,1
20120320,CA,2.22,97.78,89.61,40.14,0.00,0.00,2012-03-20,2012-03-26,1
20120313,CA,0.11,99.89,90.14,45.73,0.00,0.00,2012-03-13,2012-03-19,1
20120306,CA,4.39,95.61,75.24,16.02,0.00,0.00,2012-03-06,2012-03-12,1
20120228,CA,4.39,95.61,72.09,16.02,0.00,0.00,2012-02-28,2012-03-05,1
20120221,CA,4.77,95.23,67.76,5.06,0.00,0.00,2012-02-21,2012-02-27,1
20120214,CA,10.37,89.63,59.06,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,CA,10.37,89.63,59.06,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,CA,11.09,88.91,57.33,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,CA,19.12,80.88,41.23,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,CA,18.74,81.26,46.34,3.10,0.00,0.00,2012-01-17,2012-01-23,1
20120110,CA,19.10,80.90,46.34,3.10,0.00,0.00,2012-01-10,2012-01-16,1
20120103,CA,29.91,70.09,46.34,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,CA,33.91,66.09,5.41,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,CA,71.58,28.42,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,CA,74.32,25.68,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,CA,82.53,17.47,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,CA,88.32,11.68,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,CA,88.51,11.49,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,CA,89.22,10.78,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,CA,87.36,12.64,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,CA,87.55,12.45,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,CA,92.14,7.86,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,CA,87.87,12.13,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,CA,96.87,3.13,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,CA,99.93,0.07,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,CA,98.62,1.38,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,CA,98.62,1.38,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,CA,94.86,5.14,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,CA,79.56,20.44,1.25,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,CA,78.93,21.07,2.14,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,CA,81.67,18.33,2.41,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,CA,90.14,9.86,2.41,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-16,2010-11-22,1
20101109,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-09,2010-11-15,1
20101102,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-02,2010-11-08,1
20101026,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-10-26,2010-11-01,1
20101019,CA,88.08,11.92,6.07,0.24,0.00,0.00,2010-10-19,2010-10-25,1
20101012,CA,88.08,11.92,6.07,0.24,0.00,0.00,2010-10-12,2010-10-18,1
20101005,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-10-05,2010-10-11,1
20100928,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-28,2010-10-04,1
20100921,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-21,2010-09-27,1
20100914,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-14,2010-09-20,1
20100907,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-07,2010-09-13,1
20100831,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-31,2010-09-06,1
20100824,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-24,2010-08-30,1
20100817,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-17,2010-08-23,1
20100810,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-10,2010-08-16,1
20100803,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-03,2010-08-09,1
20100727,CA,87.46,12.54,8.08,0.24,0.00,0.00,2010-07-27,2010-08-02,1
20100720,CA,87.79,12.21,8.08,0.24,0.00,0.00,2010-07-20,2010-07-26,1
20100713,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-07-13,2010-07-19,1
20100706,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-07-06,2010-07-12,1
20100629,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-29,2010-07-05,1
20100622,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-22,2010-06-28,1
20100615,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-15,2010-06-21,1
20100608,CA,87.97,12.03,8.08,5.97,0.00,0.00,2010-06-08,2010-06-14,1
20100601,CA,87.02,12.98,8.08,5.97,0.00,0.00,2010-06-01,2010-06-07,1
20100525,CA,87.02,12.98,8.08,5.97,0.00,0.00,2010-05-25,2010-05-31,1
20100518,CA,81.30,18.70,8.58,6.96,0.00,0.00,2010-05-18,2010-05-24,1
20100511,CA,72.69,27.31,9.13,7.09,0.00,0.00,2010-05-11,2010-05-17,1
20100504,CA,72.82,27.18,9.89,7.10,0.00,0.00,2010-05-04,2010-05-10,1
20100427,CA,72.82,27.18,9.89,7.10,0.00,0.00,2010-04-27,2010-05-03,1
20100420,CA,67.61,32.39,9.89,7.10,0.00,0.00,2010-04-20,2010-04-26,1
20100413,CA,67.76,32.24,9.89,7.10,0.00,0.00,2010-04-13,2010-04-19,1
20100406,CA,63.21,36.79,9.89,7.10,0.00,0.00,2010-04-06,2010-04-12,1
20100330,CA,63.24,36.76,9.91,7.10,0.00,0.00,2010-03-30,2010-04-05,1
20100323,CA,64.29,35.71,9.91,7.10,0.00,0.00,2010-03-23,2010-03-29,1
20100316,CA,66.08,33.92,10.14,6.75,0.00,0.00,2010-03-16,2010-03-22,1
20100309,CA,66.67,33.33,10.91,5.88,0.00,0.00,2010-03-09,2010-03-15,1
20100302,CA,64.59,35.41,10.72,4.28,0.00,0.00,2010-03-02,2010-03-08,1
20100223,CA,64.59,35.41,10.72,4.28,0.00,0.00,2010-02-23,2010-03-01,1
20100216,CA,64.05,35.95,10.98,4.28,0.00,0.00,2010-02-16,2010-02-22,1
20100209,CA,44.32,55.68,10.98,2.19,0.00,0.00,2010-02-09,2010-02-15,1
20100202,CA,43.19,56.81,18.75,2.19,0.00,0.00,2010-02-02,2010-02-08,1
20100126,CA,42.61,57.39,19.41,2.19,0.00,0.00,2010-01-26,2010-02-01,1
20100119,CA,7.94,92.06,63.20,13.98,0.00,0.00,2010-01-19,2010-01-25,1
20100112,CA,6.56,93.44,72.94,21.22,0.00,0.00,2010-01-12,2010-01-18,1
20100105,CA,6.56,93.44,72.75,9.04,0.00,0.00,2010-01-05,2010-01-11,1
20091229,CA,6.56,93.44,72.16,9.24,0.00,0.00,2009-12-29,2010-01-04,1
20091222,CA,6.56,93.44,72.16,9.24,0.00,0.00,2009-12-22,2009-12-28,1
20091215,CA,6.56,93.44,72.16,9.24,0.00,0.00,2009-12-15,2009-12-21,1
20091208,CA,7.72,92.28,74.05,17.26,0.00,0.00,2009-12-08,2009-12-14,1
20091201,CA,7.72,92.28,74.05,17.26,0.00,0.00,2009-12-01,2009-12-07,1
20091124,CA,8.40,91.60,73.62,17.26,0.00,0.00,2009-11-24,2009-11-30,1
20091117,CA,7.59,92.41,77.32,17.70,0.00,0.00,2009-11-17,2009-11-23,1
20091110,CA,7.59,92.41,77.32,17.70,0.00,0.00,2009-11-10,2009-11-16,1
20091103,CA,7.59,92.41,77.35,17.70,0.00,0.00,2009-11-03,2009-11-09,1
20091027,CA,9.09,90.91,62.51,17.70,0.00,0.00,2009-10-27,2009-11-02,1
20091020,CA,10.59,89.41,61.23,17.70,0.00,0.00,2009-10-20,2009-10-26,1
20091013,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-10-13,2009-10-19,1
20091006,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-10-06,2009-10-12,1
20090929,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-09-29,2009-10-05,1
20090922,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-09-22,2009-09-28,1
20090915,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-09-15,2009-09-21,1
20090908,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-09-08,2009-09-14,1
20090901,CA,0.00,100.00,73.44,45.82,0.00,0.00,2009-09-01,2009-09-07,1
20090825,CA,0.02,99.98,72.86,42.80,0.00,0.00,2009-08-25,2009-08-31,1
20090818,CA,0.02,99.98,72.86,42.80,0.00,0.00,2009-08-18,2009-08-24,1
20090811,CA,0.80,99.20,72.86,42.80,0.00,0.00,2009-08-11,2009-08-17,1
20090804,CA,0.78,99.22,72.86,44.26,0.00,0.00,2009-08-04,2009-08-10,1
20090728,CA,2.47,97.53,72.86,44.26,0.00,0.00,2009-07-28,2009-08-03,1
20090721,CA,2.47,97.53,72.86,44.26,0.00,0.00,2009-07-21,2009-07-27,1
20090714,CA,2.47,97.53,72.86,44.26,0.00,0.00,2009-07-14,2009-07-20,1
20090707,CA,2.47,97.53,72.86,44.26,0.00,0.00,2009-07-07,2009-07-13,1
20090630,CA,2.86,97.14,72.01,44.26,0.00,0.00,2009-06-30,2009-07-06,1
20090623,CA,2.86,97.14,72.01,44.26,0.00,0.00,2009-06-23,2009-06-29,1
20090616,CA,2.81,97.19,72.01,44.26,0.00,0.00,2009-06-16,2009-06-22,1
20090609,CA,2.72,97.28,72.00,44.26,0.00,0.00,2009-06-09,2009-06-15,1
20090602,CA,2.72,97.28,72.32,44.25,0.00,0.00,2009-06-02,2009-06-08,1
20090526,CA,3.62,96.38,72.11,35.29,0.00,0.00,2009-05-26,2009-06-01,1
20090519,CA,3.62,96.38,72.11,35.29,0.00,0.00,2009-05-19,2009-05-25,1
20090512,CA,3.65,96.35,72.11,35.29,0.00,0.00,2009-05-12,2009-05-18,1
20090505,CA,3.65,96.35,72.11,35.29,0.00,0.00,2009-05-05,2009-05-11,1
20090428,CA,3.65,96.35,73.00,38.81,0.00,0.00,2009-04-28,2009-05-04,1
20090421,CA,3.65,96.35,73.00,38.81,0.00,0.00,2009-04-21,2009-04-27,1
20090414,CA,5.15,94.85,62.69,35.49,0.00,0.00,2009-04-14,2009-04-20,1
20090407,CA,5.15,94.85,62.69,35.49,0.00,0.00,2009-04-07,2009-04-13,1
20090331,CA,5.15,94.85,63.83,22.53,0.00,0.00,2009-03-31,2009-04-06,1
20090324,CA,5.15,94.85,63.83,22.53,0.00,0.00,2009-03-24,2009-03-30,1
20090317,CA,5.15,94.85,63.83,22.50,0.00,0.00,2009-03-17,2009-03-23,1
20090310,CA,5.15,94.85,62.32,22.50,0.00,0.00,2009-03-10,2009-03-16,1
20090303,CA,5.15,94.85,70.73,41.84,4.37,0.00,2009-03-03,2009-03-09,1
20090224,CA,5.15,94.85,70.73,49.69,14.78,0.00,2009-02-24,2009-03-02,1
20090217,CA,5.15,94.85,70.73,50.06,16.70,0.00,2009-02-17,2009-02-23,1
20090210,CA,0.90,99.10,78.76,54.70,19.00,0.00,2009-02-10,2009-02-16,1
20090203,CA,0.77,99.23,89.43,54.70,19.01,0.00,2009-02-03,2009-02-09,1
20090127,CA,1.23,98.77,88.21,48.90,15.94,0.00,2009-01-27,2009-02-02,1
20090120,CA,1.71,98.29,88.21,48.90,12.97,0.00,2009-01-20,2009-01-26,1
20090113,CA,1.71,98.29,88.21,44.08,2.77,0.00,2009-01-13,2009-01-19,1
20090106,CA,1.71,98.29,88.21,41.26,2.77,0.00,2009-01-06,2009-01-12,1
20081230,CA,1.69,98.31,88.21,43.02,2.77,0.00,2008-12-30,2009-01-05,1
20081223,CA,0.07,99.93,88.79,43.02,2.77,0.00,2008-12-23,2008-12-29,1
20081216,CA,0.00,100.00,93.97,50.72,5.83,0.00,2008-12-16,2008-12-22,1
20081209,CA,0.00,100.00,87.41,49.19,3.21,0.00,2008-12-09,2008-12-15,1
20081202,CA,0.00,100.00,86.02,41.34,0.00,0.00,2008-12-02,2008-12-08,1
20081125,CA,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-25,2008-12-01,1
20081118,CA,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-18,2008-11-24,1
20081111,CA,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-11,2008-11-17,1
20081104,CA,0.00,100.00,90.51,40.37,0.00,0.00,2008-11-04,2008-11-10,1
20081028,CA,0.00,100.00,93.55,55.56,0.00,0.00,2008-10-28,2008-11-03,1
20081021,CA,0.00,100.00,93.48,55.62,0.00,0.00,2008-10-21,2008-10-27,1
20081014,CA,0.05,99.95,95.81,55.11,0.00,0.00,2008-10-14,2008-10-20,1
20081007,CA,0.04,99.96,95.90,55.00,0.00,0.00,2008-10-07,2008-10-13,1
20080930,CA,0.04,99.96,95.90,55.23,2.05,0.00,2008-09-30,2008-10-06,1
20080923,CA,0.04,99.96,95.90,55.23,2.05,0.00,2008-09-23,2008-09-29,1
20080916,CA,0.04,99.96,95.90,48.77,0.00,0.00,2008-09-16,2008-09-22,1
20080909,CA,0.04,99.96,95.90,48.77,0.00,0.00,2008-09-09,2008-09-15,1
20080902,CA,0.04,99.96,98.43,44.47,0.00,0.00,2008-09-02,2008-09-08,1
20080826,CA,0.04,99.96,97.69,43.07,0.00,0.00,2008-08-26,2008-09-01,1
20080819,CA,0.04,99.96,96.88,41.38,0.00,0.00,2008-08-19,2008-08-25,1
20080812,CA,0.04,99.96,88.88,38.70,0.00,0.00,2008-08-12,2008-08-18,1
20080805,CA,0.06,99.94,88.88,38.70,0.00,0.00,2008-08-05,2008-08-11,1
20080729,CA,0.06,99.94,88.88,38.70,0.00,0.00,2008-07-29,2008-08-04,1
20080722,CA,0.12,99.88,88.88,16.57,0.00,0.00,2008-07-22,2008-07-28,1
20080715,CA,0.06,99.94,89.20,18.07,0.00,0.00,2008-07-15,2008-07-21,1
20080708,CA,0.14,99.86,89.20,18.07,0.00,0.00,2008-07-08,2008-07-14,1
20080701,CA,0.14,99.86,89.20,18.07,0.00,0.00,2008-07-01,2008-07-07,1
20080624,CA,0.14,99.86,89.20,18.07,0.00,0.00,2008-06-24,2008-06-30,1
20080617,CA,0.17,99.83,89.20,18.07,0.00,0.00,2008-06-17,2008-06-23,1
20080610,CA,4.69,95.31,63.74,9.26,0.00,0.00,2008-06-10,2008-06-16,1
20080603,CA,4.78,95.22,63.74,9.26,0.00,0.00,2008-06-03,2008-06-09,1
20080527,CA,8.91,91.09,47.51,9.26,0.00,0.00,2008-05-27,2008-06-02,1
20080520,CA,7.75,92.25,48.43,9.26,0.00,0.00,2008-05-20,2008-05-26,1
20080513,CA,7.75,92.25,48.43,9.26,0.00,0.00,2008-05-13,2008-05-19,1
20080506,CA,7.73,92.27,48.43,9.26,0.00,0.00,2008-05-06,2008-05-12,1
20080429,CA,7.29,92.71,45.66,9.26,0.00,0.00,2008-04-29,2008-05-05,1
20080422,CA,24.58,75.42,39.61,5.45,0.00,0.00,2008-04-22,2008-04-28,1
20080415,CA,24.58,75.42,39.61,5.45,0.00,0.00,2008-04-15,2008-04-21,1
20080408,CA,36.77,63.23,39.61,5.45,0.00,0.00,2008-04-08,2008-04-14,1
20080401,CA,44.52,55.48,31.58,3.83,0.00,0.00,2008-04-01,2008-04-07,1
20080325,CA,44.52,55.48,30.08,3.88,0.00,0.00,2008-03-25,2008-03-31,1
20080318,CA,44.52,55.48,34.28,13.33,0.00,0.00,2008-03-18,2008-03-24,1
20080311,CA,44.52,55.48,34.28,13.33,0.00,0.00,2008-03-11,2008-03-17,1
20080304,CA,44.52,55.48,34.28,13.33,0.00,0.00,2008-03-04,2008-03-10,1
20080226,CA,44.52,55.48,34.28,13.33,0.00,0.00,2008-02-26,2008-03-03,1
20080219,CA,18.27,81.73,37.46,14.06,0.00,0.00,2008-02-19,2008-02-25,1
20080212,CA,18.27,81.73,37.37,14.06,0.00,0.00,2008-02-12,2008-02-18,1
20080205,CA,18.23,81.77,36.63,14.06,0.00,0.00,2008-02-05,2008-02-11,1
20080129,CA,18.23,81.77,41.60,14.83,0.00,0.00,2008-01-29,2008-02-04,1
20080122,CA,11.36,88.64,79.85,32.80,0.00,0.00,2008-01-22,2008-01-28,1
20080115,CA,11.36,88.64,79.77,32.80,0.00,0.00,2008-01-15,2008-01-21,1
20080108,CA,11.36,88.64,79.77,31.56,0.00,0.00,2008-01-08,2008-01-14,1
20080101,CA,8.87,91.13,84.70,58.04,14.55,0.00,2008-01-01,2008-01-07,1
20071225,CA,8.87,91.13,84.70,58.04,14.54,0.00,2007-12-25,2007-12-31,1
20071218,CA,8.87,91.13,84.70,58.04,14.54,0.00,2007-12-18,2007-12-24,1
20071211,CA,8.87,91.13,84.83,58.04,14.55,0.00,2007-12-11,2007-12-17,1
20071204,CA,8.87,91.13,84.83,58.04,14.53,0.00,2007-12-04,2007-12-10,1
20071127,CA,8.87,91.13,84.83,58.02,33.68,0.00,2007-11-27,2007-12-03,1
20071120,CA,8.87,91.13,84.83,58.02,33.68,0.00,2007-11-20,2007-11-26,1
20071113,CA,8.87,91.13,84.83,58.02,33.67,0.00,2007-11-13,2007-11-19,1
20071106,CA,8.87,91.13,84.83,58.30,33.69,0.00,2007-11-06,2007-11-12,1
20071030,CA,8.87,91.13,84.83,58.30,33.68,0.00,2007-10-30,2007-11-05,1
20071023,CA,5.61,94.39,86.09,64.62,33.74,0.00,2007-10-23,2007-10-29,1
20071016,CA,1.17,98.83,92.56,64.62,33.76,0.00,2007-10-16,2007-10-22,1
20071009,CA,0.10,99.90,92.56,64.62,33.75,0.00,2007-10-09,2007-10-15,1
20071002,CA,0.00,100.00,92.56,64.62,33.76,0.00,2007-10-02,2007-10-08,1
20070925,CA,0.00,100.00,92.56,64.62,33.76,0.00,2007-09-25,2007-10-01,1
20070918,CA,0.00,100.00,92.56,65.34,35.23,0.00,2007-09-18,2007-09-24,1
20070911,CA,0.00,100.00,92.56,65.34,35.22,0.00,2007-09-11,2007-09-17,1
20070904,CA,0.00,100.00,92.56,65.34,35.22,0.00,2007-09-04,2007-09-10,1
20070828,CA,0.00,100.00,92.56,65.34,35.21,0.00,2007-08-28,2007-09-03,1
20070821,CA,0.00,100.00,92.32,65.34,35.23,0.00,2007-08-21,2007-08-27,1
20070814,CA,0.00,100.00,92.32,65.34,35.23,0.00,2007-08-14,2007-08-20,1
20070807,CA,0.00,100.00,92.32,65.34,35.15,0.00,2007-08-07,2007-08-13,1
20070731,CA,0.00,100.00,92.32,65.34,35.15,0.00,2007-07-31,2007-08-06,1
20070724,CA,0.00,100.00,92.32,65.34,35.15,0.00,2007-07-24,2007-07-30,1
20070717,CA,0.00,100.00,92.32,65.34,35.15,0.00,2007-07-17,2007-07-23,1
20070710,CA,0.00,100.00,92.32,65.34,35.15,0.00,2007-07-10,2007-07-16,1
20070703,CA,0.00,100.00,92.32,65.34,35.14,0.00,2007-07-03,2007-07-09,1
20070626,CA,0.00,100.00,92.32,65.34,34.31,0.00,2007-06-26,2007-07-02,1
20070619,CA,0.00,100.00,92.32,65.34,34.31,0.00,2007-06-19,2007-06-25,1
20070612,CA,3.31,96.69,92.32,65.34,34.40,0.00,2007-06-12,2007-06-18,1
20070605,CA,3.31,96.69,92.32,65.34,34.40,0.00,2007-06-05,2007-06-11,1
20070529,CA,3.31,96.69,92.32,65.34,34.40,0.00,2007-05-29,2007-06-04,1
20070522,CA,3.31,96.69,92.06,65.34,34.39,0.00,2007-05-22,2007-05-28,1
20070515,CA,3.31,96.69,89.76,60.45,28.65,0.00,2007-05-15,2007-05-21,1
20070508,CA,7.51,92.49,82.35,51.64,28.65,0.00,2007-05-08,2007-05-14,1
20070501,CA,7.51,92.49,82.35,51.64,28.65,0.00,2007-05-01,2007-05-07,1
20070424,CA,7.75,92.25,82.43,51.64,28.65,0.00,2007-04-24,2007-04-30,1
20070417,CA,3.77,96.23,87.30,56.13,28.65,0.00,2007-04-17,2007-04-23,1
20070410,CA,5.30,94.70,82.27,38.57,21.32,0.00,2007-04-10,2007-04-16,1
20070403,CA,8.52,91.48,63.02,33.01,21.32,0.00,2007-04-03,2007-04-09,1
20070327,CA,19.95,80.05,60.74,33.69,21.32,0.00,2007-03-27,2007-04-02,1
20070320,CA,25.44,74.56,59.60,32.59,21.23,0.00,2007-03-20,2007-03-26,1
20070313,CA,25.41,74.59,59.37,32.59,21.23,0.00,2007-03-13,2007-03-19,1
20070306,CA,25.41,74.59,54.02,28.80,0.00,0.00,2007-03-06,2007-03-12,1
20070227,CA,25.41,74.59,54.02,28.80,0.00,0.00,2007-02-27,2007-03-05,1
20070220,CA,15.18,84.82,59.19,29.64,0.00,0.00,2007-02-20,2007-02-26,1
20070213,CA,24.95,75.05,54.44,29.73,0.00,0.00,2007-02-13,2007-02-19,1
20070206,CA,9.64,90.36,61.27,24.23,0.00,0.00,2007-02-06,2007-02-12,1
20070130,CA,9.82,90.18,61.27,22.87,0.00,0.00,2007-01-30,2007-02-05,1
20070123,CA,10.72,89.28,46.97,17.72,0.00,0.00,2007-01-23,2007-01-29,1
20070116,CA,34.97,65.03,27.15,2.62,0.00,0.00,2007-01-16,2007-01-22,1
